"titles","word_matches","cat_matches","cat_matches_list","optim"
"Optimization of the process parameters for the removal of reactive yellow dye by the low cost Setaria verticillata carbon using response surface methodology: Thermodynamic, kinetic, and equilibrium studies",2,1,"waste",1
"Preparation and decoloring performance of catalyst from excess sludge",1,1,"waste",0
"Aerobic granular sludge for simultaneous accumulation of mineral phosphorus and removal of nitrogen via nitrite in wastewater",2,1,"waste",0
"Model of grid connected photovoltaic system using MATLAB/SIMULINK",1,1,"energy",0
"Techno-economic assessment of a Kalina cycle driven by a parabolic Trough solar collector",1,1,"energy",0
"Artificial intelligence based modeling and optimization of poly(3-hydroxybutyrate-co-3-hydroxyvalerate) production process by using Azohydromonas lata MTCC 2311 from cane molasses supplemented with volatile fatty acids: A genetic algorithm paradigm",3,1,"other",1
"Catalytic degradation of Orange II in a ferrioxalate-assisted photo-Fenton process using a combined UV-A/C-solar pilot-plant system",1,1,"energy",0
"Advances in heat pump assisted distillation column: A review",1,1,"energy",0
"Internal combustion engine cold-start efficiency: A review of the problem, causes and potential solutions",2,1,"energy",0
"Design and analysis of humidification dehumidification desalination process",2,1,"water",0
"Experimental studies on a combined refrigeration/power generation system activated by low-grade heat",3,1,"energy",0
"Membrane air-conditioning system driven by renewable energy",2,1,"energy",0
"Construction of device for laboratory production of biogas",1,1,"energy",0
"Ocean renewable energy in Malaysia: The potential of the Straits of Malacca",2,1,"energy",0
"Chemocatalytic hydrolysis of cellulose into glucose over solid acid catalysts",1,1,"energy",0
"Adsorption of benzene vapor onto activated biomass from cashew nut shell: Batch and column study",1,1,"various",0
"Feed and treat: What to expect from commercial diets",1,1,"other",0
"Scale-up of a dye adsorption process using chemically modified rice husk: Optimization using response surface methodology",3,1,"other",1
"A mathematical decomposition for the synthesis and the application of total site analysis on multi-product biorefineries",1,1,"energy",0
"Application of response surface methodology (RSM) for optimization of color removal from POME by granular activated carbon",2,1,"waste",1
"Artificial neural networks for analysis of process states in fluidized bed combustion",2,1,"energy",0
"Techno-economic assessment of carbon utilisation potential in Europe",1,1,"waste",0
"Dye removal using carbonized biomass, isotherm and kinetic studies",1,1,"various",0
"The role of heat exchange on the behaviour of an oscillatory two-phase low-grade heat engine",2,1,"energy",0
"Evaluation of conditioning responses of thermophilic-mesophilic anaerobically and mesophilic aerobically digested biosolids using rheological properties",1,1,"various",0
"A new type of EFHAT power generation system with effective utilization of latent heat",2,1,"energy",0
"Trapezoidal array of air-cooled condensers to restrain the adverse impacts of ambient winds in a power plant",3,1,"energy",0
"Extended-exergy analysis of the Chinese society",1,1,"energy",0
"Improvement of COD and color removal from UASB treated poultry manure wastewater using Fenton's oxidation",2,1,"waste",0
"Optimal operating conditions for maximum biogas production in anaerobic bioreactors",1,1,"energy",1
"Chemical reaction engineering and activated sludge",1,1,"waste",0
"Energy analysis for low-rank coal based process system to co-produce semicoke, syngas and light oil",4,1,"energy",0
"Heat planning for fossil-fuel-free district heating areas with extensive end-use heat savings: A case study of the Copenhagen district heating area in Denmark",3,1,"energy",0
"Development of a decision support tool for the assessment of biofuels",1,1,"energy",0
"Variety of end products at different Ph conditions and thermokalite pretreatment cooperate with Ph controlling during anaerobic digestion",1,1,"various",0
"Proposal and study of a balanced hybrid Rankine-Brayton cycle for low-to-moderate temperature solar power plants",2,1,"energy",0
"Experimental study and numerical simulation of a regenerative ORC utilizing low-grade heat source",2,1,"energy",0
"Coupled thermo-hydro-mechanical and chemical analysis of expansive clay subjected to heating and hydration",2,1,"energy",0
"Heat transfer - A review of 2001 literature",1,1,"energy",0
"Cutting CO2 intensity targets of interprovincial emissions trading in China",2,1,"waste",0
"Simulation study of a naturally-ventilated building integrated photovoltaic/thermal (BIPV/T) envelope",3,1,"energy",0
"Kinetic and equilibrium studies of methylene blue biosorption by vineyard pruning waste",1,1,"waste",0
"Global trends on the processing of bio-fuels",1,1,"energy",0
"Probabilistic multi-disruption risk analysis in bioenergy parks via physical input-output modeling and analytic hierarchy process",2,1,"energy",0
"Optimizing plant protein combinations in fish meal-free diets for rainbow trout (Oncorhynchus mykiss) by a mixture model",3,1,"other",0
"Influence of power source type on energy effectiveness and environmental impact of cooling system with adsorption refrigerator",3,1,"energy",0
"Sustainability assessment for biodiesel production via fuzzy optimisation during research and development (R&D) stage",2,1,"energy",1
"Central composite design optimization of biological dye removal in the presence of macroalgae Chara sp",3,1,"energy",1
"The impacts of silver nanoparticles and silver ions on wastewater biological phosphorous removal and the mechanisms",1,1,"waste",0
"Applications of the Box-Wilson design model for bio-hydrogen production using clostridium saccharoperbutylacetonicum N1-4 (ATCC 13564)",2,1,"energy",0
"A proposed framework of eco-efficiency for the nonferrous metal mining sector",1,1,"other",0
"Acid-Gas Storage in a Deep Saline Aquifer: Numerical Sensitivity Study to Evaluate Parameter and Model Uncertainty",1,1,"energy",0
"Microhole arrays for improved heat mining from enhanced geothermal systems",2,1,"energy",0
"The logistics of managing hazardous waste: A case study analysis in the UK retail sector",1,1,"waste",0
"Urban irrigation effects on WRF-UCM summertime forecast skill over the Los Angeles metropolitan area",1,1,"water",0
"Sustainable construction with repurposed materials in the context of a civil engineering-architecture collaboration",1,1,"other",0
"The effects of biofilm on the transport of stabilized zerovalent iron nanoparticles in saturated porous media",1,1,"other",0
"Adsorption of Cu(II), Cd(II) and Ni(II) ions from aqueous solution by unmodified Strychnos potatorum seeds",1,1,"other",0
"Risk assessment of hydropower stations through an integrated fuzzy entropy-weight multiple criteria decision making method: A case study of the Xiangxi River",1,1,"energy",0
"Experimental study on an open-drive scroll expander integrated into an ORC (Organic Rankine Cycle) system with R245fa as working fluid",1,1,"various",0
"Quantification of differentially expressed genes in Daphnia magna exposed to rubber wastewater",1,1,"waste",0
"Long term effect of alkali types on waste activated sludge hydrolytic acidification and microbial community at low temperature",2,1,"waste",0
"The use of low-cost adsorbents for wastewater purification in mining industries",1,1,"waste",0
"Large-scale enzymatic membrane reactors for tetracycline degradation in WWTP effluents",2,1,"waste",0
"Biosorption of Cr6+ from aqueous solution by sugarcane bagasse",2,1,"other",0
"A fuzzy multicriteria model for comparing energy projects",1,1,"energy",0
"Design, construction, and preliminary results of a 250-kW organic Rankine cycle system",2,1,"various",0
"Revision of Combustion with oxygen-enriched air as a strategy to increase energy efficiency | Revisión de la combustión con aire enriquecido con oxígeno como estrategia para incrementar la eficiencia energética",2,1,"energy",0
"Exergy and Energy Analysis of Combined Cycle systems with Different Bottoming Cycle Configurations",2,1,"energy",0
"Biosorption of uranium(VI) from aqueous solution using calcium alginate beads",1,1,"energy",0
"Uptake of Indosol Dark-blue GL dye from aqueous solution by water hyacinth roots powder: Adsorption and desorption study",1,1,"water",0
"Bioreactor and process design for biohydrogen production",2,1,"energy",0
"The thermodynamics of magnetocaloric energy conversion",1,1,"energy",0
"Thin Al 2O 3 barrier coatings grown on bio-based packaging materials by atomic layer deposition",1,1,"other",0
"First and second law analysis of a Stirling engine with imperfect regeneration and dead volume",1,1,"energy",0
"Integrating multi-criteria techniques with geographical information systems in waste facility location to enhance public participation",1,1,"waste",0
"Assessment of the potential of Arthromyces ramosus peroxidase to remove phenol from industrial wastewaters",1,1,"waste",0
"Heavy metals removal and its kinetics in contaminated soil under effects of EDTA washing",1,1,"other",0
